[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-30 20:33:01] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-30 20:33:01] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-30 20:33:01] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-30 20:33:01] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380\
[2024-10-30 20:33:01] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/vauler/
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:73] [Transfer] Total Pages:1008. Processed Pages: 800
[2024-10-30 20:34:57] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferred 800 of 1008 files
[2024-10-30 20:34:57] [trait-can-process-pages.php:110] Total pages: 1008; Pages remaining: 208
[2024-10-30 20:34:57] [class-ss-archive-creation-job.php:181] We're not done with the transfer_files_locally task yet
[2024-10-30 20:34:57] [class-ss-archive-creation-job.php:136] Current task: transfer_files_locally
[2024-10-30 20:34:57] [class-ss-archive-creation-job.php:153] Performing task: transfer_files_locally
[2024-10-30 20:34:57] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferring 50 of 1008 files
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:73] [Transfer] Total Pages:1008. Processed Pages: 850
[2024-10-30 20:34:57] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferred 850 of 1008 files
[2024-10-30 20:34:57] [trait-can-process-pages.php:110] Total pages: 1008; Pages remaining: 158
[2024-10-30 20:34:57] [class-ss-archive-creation-job.php:181] We're not done with the transfer_files_locally task yet
[2024-10-30 20:34:57] [class-ss-archive-creation-job.php:136] Current task: transfer_files_locally
[2024-10-30 20:34:57] [class-ss-archive-creation-job.php:153] Performing task: transfer_files_locally
[2024-10-30 20:34:57] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferring 50 of 1008 files
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/images/announcements
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/images
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/data
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/quienes-somos
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/services
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/precios
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/contacto
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/titulo-de-entradas-5
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/author/administrador
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/category/uncategorized
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/titulo-de-entradas-4
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/titulo-de-entradas-3
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/titulo-de-entradas-2
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/titulo-de-entradas-1
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads//2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads//2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
[2024-10-30 20:34:58] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/uploads/2024/10
